seed	numsteps	FI	F_Direct	F_Lanczos	F_Rotate_K	F_Prediag_1K	F_Prediag_2K	F_Rotate_T	F_Prediag_1T	F_Prediag_2T	n	m	pulseseed	T	ν	Ω	W	σν	σΩ	σW	deviceseed	ω	δ	g	σC	σω	σδ	σg
4	4	0.014866359685985264	3.239903705032354e-5	3.239903705032354e-5	3.239903705032354e-5	3.341568906745085e-5	3.2452343058486655e-5	3.239903705032354e-5	3.341568906700676e-5	3.245234305826461e-5	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
5	4	0.015270161729233456	2.7133825065805972e-5	2.7133825065583927e-5	2.7133825065805972e-5	2.718148313574087e-5	2.7177859425631112e-5	2.7133825065805972e-5	2.7181483135518825e-5	2.7177859425631112e-5	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
6	4	0.016461548795862146	3.223125592199949e-5	3.223125592199949e-5	3.2231255922221536e-5	3.2391576883616935e-5	3.228646916753064e-5	3.2231255922221536e-5	3.2391576883616935e-5	3.228646916753064e-5	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
7	4	0.01797670651264327	3.505725457186859e-5	3.5057254572090635e-5	3.505725457231268e-5	3.501828756802272e-5	3.5120376838171374e-5	3.505725457231268e-5	3.5018287568244766e-5	3.512037683794933e-5	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
8	4	0.016577292794278886	3.0603492241820796e-5	3.0603492241376706e-5	3.0603492241820796e-5	3.0227752916389683e-5	3.0663606725434e-5	3.0603492241376706e-5	3.0227752916611728e-5	3.0663606726100134e-5	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
9	4	0.016317179722118103	2.4128836006109822e-5	2.4128836006109822e-5	2.4128836006109822e-5	2.3861277675840675e-5	2.4172285011725414e-5	2.4128836006109822e-5	2.3861277675840675e-5	2.4172285011725414e-5	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
0	8	0.02182980163021153	2.351760037933026e-6	2.351760037933026e-6	2.3517600381550707e-6	2.6476277851239516e-6	2.356248277046724e-6	2.351760037933026e-6	2.647627784901907e-6	2.356248277046724e-6	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
1	8	0.014023885104194722	1.975837719769835e-6	1.9758377195477905e-6	1.975837719769835e-6	2.1572556290205824e-6	1.97915237820645e-6	1.975837719769835e-6	2.157255629242627e-6	1.97915237820645e-6	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
2	8	0.014347323463349548	1.8438394094877353e-6	1.8438394092656907e-6	1.843839409043646e-6	1.8407188917546335e-6	1.8469698686018887e-6	1.8438394094877353e-6	1.8407188919766782e-6	1.8469698686018887e-6	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
3	8	0.01871476874412692	1.520762390017083e-6	1.520762390017083e-6	1.5207623904611722e-6	1.6754364619009365e-6	1.523629683974903e-6	1.520762390017083e-6	1.675436461678892e-6	1.523629683974903e-6	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
4	8	0.014866359685985264	1.8996916122393515e-6	1.8996916122393515e-6	1.8996916122393515e-6	2.1324006563849807e-6	1.9027947164573789e-6	1.8996916122393515e-6	2.132400656162936e-6	1.902794716901468e-6	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
5	8	0.015270161729233456	1.6021011411959662e-6	1.6021011411959662e-6	1.6021011411959662e-6	1.707791035032713e-6	1.604566174373545e-6	1.6021011409739216e-6	1.7077910345886238e-6	1.6045661740404782e-6	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
6	8	0.016461548795862146	1.8721940918675628e-6	1.8721940920896074e-6	1.8721940916455182e-6	1.9357403071573742e-6	1.8754866040193718e-6	1.872194092311652e-6	1.9357403069353296e-6	1.8754866042414164e-6	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
7	8	0.01797670651264327	2.040242946921289e-6	2.0402429464772e-6	2.0402429466992444e-6	2.037346183869637e-6	2.0442962409550347e-6	2.0402429466992444e-6	2.037346183869637e-6	2.04429624073299e-6	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
8	8	0.016577292794278886	1.7623917912823472e-6	1.7623917912823472e-6	1.7623917915043918e-6	1.8045070493410975e-6	1.7662176314825473e-6	1.7623917915043918e-6	1.8045070493410975e-6	1.7662176314825473e-6	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
9	8	0.016317179722118103	1.4055012284019952e-6	1.405501227957906e-6	1.405501227957906e-6	1.4411097588595823e-6	1.4083128463404648e-6	1.4055012281799506e-6	1.4411097588595823e-6	1.4083128463404648e-6	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
0	16	0.02182980163021153	1.4490493427388174e-7	1.4490493427388174e-7	1.4490493449592634e-7	2.0537204459269987e-7	1.4517687496606868e-7	1.4490493427388174e-7	2.0537204437065526e-7	1.4517687474402408e-7	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
1	16	0.014023885104194722	1.2160277540473885e-7	1.2160277584882806e-7	1.2160277607087266e-7	1.648243713736619e-7	1.218010570180894e-7	1.2160277584882806e-7	1.648243713736619e-7	1.218010570180894e-7	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
2	16	0.014347323463349548	1.1343278405462343e-7	1.1343278405462343e-7	1.1343278449871264e-7	1.3015213595757302e-7	1.136217968600306e-7	1.1343278449871264e-7	1.3015213573552842e-7	1.13621796637986e-7	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
3	16	0.01871476874412692	9.356604246946176e-8	9.356604246946176e-8	9.356604246946176e-8	1.3295316059203088e-7	9.373394282974346e-8	9.356604246946176e-8	1.329531608140755e-7	9.373394305178806e-8	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
4	16	0.014866359685985264	1.1701702495869881e-7	1.1701702495869881e-7	1.1701702495869881e-7	1.648356426908748e-7	1.1720311587914978e-7	1.170170245146096e-7	1.648356426908748e-7	1.1720311565710517e-7	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
5	16	0.015270161729233456	9.878728579604257e-8	9.878728579604257e-8	9.878728601808717e-8	1.294677322016824e-7	9.893451102804818e-8	9.878728557399796e-8	1.294677326457716e-7	9.893451102804818e-8	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
6	16	0.016461548795862146	1.1515482978285974e-7	1.1515482956081513e-7	1.1515482956081513e-7	1.4082263066761413e-7	1.1535058508371776e-7	1.1515482933877053e-7	1.4082263088965874e-7	1.1535058508371776e-7	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
7	16	0.01797670651264327	1.2551969386098705e-7	1.2551969408303165e-7	1.2551969408303165e-7	1.424779717540403e-7	1.2576872010505724e-7	1.2551969430507626e-7	1.424779717540403e-7	1.2576872054914645e-7	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
8	16	0.016577292794278886	1.0816938811331056e-7	1.0816938855739977e-7	1.0816938855739977e-7	1.3371221696534263e-7	1.0840465058947757e-7	1.0816938811331056e-7	1.3371221696534263e-7	1.0840465058947757e-7	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
9	16	0.016317179722118103	8.647866067690302e-8	8.647866067690302e-8	8.647866067690302e-8	1.09176622631324e-7	8.664898665244891e-8	8.647866067690302e-8	1.09176622631324e-7	8.664898665244891e-8	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
0	32	0.02182980163021153	9.025676872553845e-9	9.02567709459845e-9	9.025676872553845e-9	8.954970764918357e-9	9.036382864202608e-9	9.025676872553845e-9	8.954970986962962e-9	9.036383086247213e-9	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
1	32	0.014023885104194722	7.572097282526613e-9	7.572096616392798e-9	7.572096838437403e-9	7.518619948854166e-9	7.579180283379117e-9	7.572096838437403e-9	7.518619948854166e-9	7.579180283379117e-9	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
2	32	0.014347323463349548	7.063204243706878e-9	7.063204243706878e-9	7.063204243706878e-9	7.16301107317463e-9	7.070248608798124e-9	7.063204021662273e-9	7.16301107317463e-9	7.070248386753519e-9	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
3	32	0.01871476874412692	5.825548043958406e-9	5.825548043958406e-9	5.825548043958406e-9	5.834398519866113e-9	5.8331662833310816e-9	5.825547821913801e-9	5.834398075776903e-9	5.8331662833310816e-9	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
4	32	0.014866359685985264	7.28723625886829e-9	7.2872360368236855e-9	7.2872360368236855e-9	7.3017325519231235e-9	7.294476467301081e-9	7.28723625886829e-9	7.3017325519231235e-9	7.294476911390291e-9	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
5	32	0.015270161729233456	6.1536989948152154e-9	6.153699438904425e-9	6.153699438904425e-9	6.13491457635007e-9	6.1593368183565644e-9	6.153699438904425e-9	6.13491457635007e-9	6.159337040401169e-9	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
6	32	0.016461548795862146	7.169754567826203e-9	7.169754567826203e-9	7.169754789870808e-9	7.234255527954758e-9	7.1777840338072e-9	7.169754789870808e-9	7.234255527954758e-9	7.1777840338072e-9	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
7	32	0.01797670651264327	7.814862645894038e-9	7.814862867938643e-9	7.814862645894038e-9	7.94607513121548e-9	7.823798831019246e-9	7.814862645894038e-9	7.946074909170875e-9	7.823798831019246e-9	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
8	32	0.016577292794278886	6.73043443200072e-9	6.7304339879115105e-9	6.7304339879115105e-9	6.768310356619622e-9	6.737974511672462e-9	6.730434209956115e-9	6.768310134575017e-9	6.737974289627857e-9	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
9	32	0.016317179722118103	5.384501178262724e-9	5.384501178262724e-9	5.384501400307329e-9	5.420061066629955e-9	5.391047275260519e-9	5.384501400307329e-9	5.420061510719165e-9	5.391047497305124e-9	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
0	64	0.02182980163021153	5.637429412175265e-10	5.637431632621315e-10	5.637427191729216e-10	5.953603166020116e-10	5.643774336760998e-10	5.637431632621315e-10	5.953603166020116e-10	5.643772116314949e-10	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
1	64	0.014023885104194722	4.72957006891761e-10	4.729565628025512e-10	4.72957006891761e-10	4.937634745516561e-10	4.733322622740843e-10	4.729567848471561e-10	4.937632525070512e-10	4.733324843186892e-10	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
2	64	0.014347323463349548	4.412850085344644e-10	4.4128478648985947e-10	4.412850085344644e-10	4.4141690302978986e-10	4.4167436374920044e-10	4.4128456444525455e-10	4.4141690302978986e-10	4.4167458579380536e-10	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
3	64	0.01871476874412692	3.6374203649103265e-10	3.637415924018228e-10	3.637415924018228e-10	3.7206204783757357e-10	3.641799084519448e-10	3.637415924018228e-10	3.720622698821785e-10	3.641799084519448e-10	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
4	64	0.014866359685985264	4.549662868669202e-10	4.549660648223153e-10	4.549662868669202e-10	4.79732364944141e-10	4.553811772112226e-10	4.549660648223153e-10	4.79732142899536e-10	4.553811772112226e-10	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
5	64	0.015270161729233456	3.843064755315595e-10	3.843064755315595e-10	3.8430691962076935e-10	3.833761086369236e-10	3.8460490348057874e-10	3.843064755315595e-10	3.833761086369236e-10	3.8460490348057874e-10	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
6	64	0.016461548795862146	4.4782044739122284e-10	4.4782044739122284e-10	4.4782044739122284e-10	4.6129533526340083e-10	4.4827919154499796e-10	4.4782044739122284e-10	4.612951132187959e-10	4.482787474557881e-10	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
7	64	0.01797670651264327	4.879608939134528e-10	4.879608939134528e-10	4.879608939134528e-10	4.829349142809747e-10	4.88466711523472e-10	4.879611159580577e-10	4.829349142809747e-10	4.88466711523472e-10	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
8	64	0.016577292794278886	4.2010395162606073e-10	4.2010395162606073e-10	4.201037295814558e-10	4.102778117243133e-10	4.205332748696833e-10	4.201037295814558e-10	4.102778117243133e-10	4.205334969142882e-10	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
9	64	0.016317179722118103	3.3626812445675114e-10	3.3626834650135606e-10	3.3626812445675114e-10	3.2833802343645857e-10	3.3663327680955035e-10	3.3626812445675114e-10	3.2833802343645857e-10	3.3663327680955035e-10	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
0	128	0.02182980163021153	3.5257685659928484e-11	3.525790770453341e-11	3.5258129749138334e-11	4.205535919510339e-11	3.529765368881499e-11	3.525790770453341e-11	4.205513715049847e-11	3.5297431644210064e-11	5	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
