seed	numsteps	FI	F_Direct	F_Lanczos	F_Rotate_K	F_Prediag_1K	F_Prediag_2K	F_Rotate_T	F_Prediag_1T	F_Prediag_2T	n	m	pulseseed	T	ν	Ω	W	σν	σΩ	σW	deviceseed	ω	δ	g	σC	σω	σδ	σg
0	1	0.012700942953774663	0.013573370763715897	0.013573370763715675	0.013573370763716008	0.013743861870830099	0.01357203130273199	0.013573370763716008	0.013743861870829877	0.013572031302731768	4	3	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
1	1	0.010875269936947318	0.012372970729544464	0.012372970729544464	0.01237297072954524	0.012592368878037385	0.012370442500572065	0.012372970729544797	0.012592368878037608	0.012370442500572287	4	3	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
2	1	0.010524921974095047	0.0134993856270188	0.013499385627018579	0.013499385627018912	0.013642064915977525	0.013497015914385235	0.013499385627018912	0.013642064915977414	0.013497015914385013	4	3	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
3	1	0.011175328911976812	0.013742314648686693	0.013742314648686693	0.013742314648687581	0.013839830477373027	0.013739978670953112	0.013742314648687581	0.013839830477373027	0.013739978670953112	4	3	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
4	1	0.011854147325776165	0.014240245341531454	0.014240245341531899	0.014240245341531788	0.014351837915980714	0.014238169274201962	0.014240245341531788	0.014351837915980936	0.01423816927420174	4	3	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
5	1	0.012414406716874327	0.013632925634311288	0.013632925634311288	0.013632925634311621	0.013861629314994017	0.013631208725275457	0.013632925634312065	0.013861629314994017	0.013631208725275235	4	3	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
6	1	0.011664893323970804	0.014076964657199653	0.014076964657199653	0.014076964657200208	0.014319395099314458	0.014076018958860459	0.014076964657200208	0.014319395099314458	0.014076018958860459	4	3	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
7	1	0.01240228948002664	0.01365777772648269	0.013657777726482467	0.013657777726483022	0.013856156507340511	0.01365642052284044	0.013657777726483245	0.013856156507340511	0.013656420522840551	4	3	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
8	1	0.011763058332636467	0.014923815464832013	0.014923815464832013	0.01492381546483268	0.01506568623326554	0.014921442618692438	0.014923815464832901	0.01506568623326554	0.014921442618692882	4	3	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
9	1	0.011914471797464077	0.013013649821772555	0.013013649821772555	0.013013649821772888	0.013185947372283735	0.013011167830282555	0.013013649821772666	0.013185947372283735	0.013011167830282333	4	3	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
0	2	0.012700942953774663	0.009118565266983292	0.009118565266982959	0.009118565266983292	0.009146551141812287	0.009117826665451134	0.009118565266983292	0.009146551141812065	0.00911782666545069	4	3	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
1	2	0.010875269936947318	0.007864032036446922	0.0078640320364467	0.007864032036447144	0.00798145638398906	0.007863221249039154	0.007864032036447144	0.00798145638398906	0.007863221249039154	4	3	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
2	2	0.010524921974095047	0.00799137808643835	0.007991378086437906	0.00799137808643835	0.008031408297389686	0.007990590021427213	0.00799137808643835	0.008031408297389686	0.007990590021427657	4	3	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
3	2	0.011175328911976812	0.008982415816981892	0.00898241581698156	0.008982415816982336	0.009037587250927737	0.00898107984785379	0.008982415816982336	0.009037587250927959	0.00898107984785379	4	3	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
4	2	0.011854147325776165	0.008583988812669752	0.008583988812669752	0.00858398881267064	0.008612616567179154	0.00858335370521679	0.00858398881267064	0.008612616567179154	0.00858335370521679	4	3	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
5	2	0.012414406716874327	0.007172535294967863	0.007172535294967863	0.0071725352949685295	0.007205780588181221	0.007171708816571809	0.0071725352949685295	0.00720578058818111	0.007171708816571809	4	3	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
6	2	0.011664893323970804	0.008744211559776338	0.008744211559776338	0.008744211559777226	0.008800270420161294	0.008743166660369006	0.008744211559776782	0.008800270420161072	0.008743166660369006	4	3	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
7	2	0.01240228948002664	0.008352727863270792	0.00835272786327057	0.008352727863270348	0.008423615158767661	0.00835212355853332	0.008352727863270792	0.008423615158767661	0.008352123558533542	4	3	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
