seed	numsteps	FI	F_Direct	F_Lanczos	F_Rotate_K	F_Prediag_1K	F_Prediag_2K	F_Rotate_T	F_Prediag_1T	F_Prediag_2T	n	m	pulseseed	T	ν	Ω	W	σν	σΩ	σW	deviceseed	ω	δ	g	σC	σω	σδ	σg
0	1	0.0008273215108812737	0.01644116744155455	0.01644116744155455	0.01644116744155455	0.016417434958698185	0.016441933930165242	0.016441167441554327	0.016417434958698518	0.016441933930165242	4	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
1	1	0.0009004985194935866	0.011266587118581528	0.01126658711858175	0.011266587118581306	0.0112918436189825	0.011268088907007923	0.011266587118581306	0.011291843618982278	0.0112680889070077	4	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
2	1	0.0008943210413607794	0.015566173996633403	0.015566173996633403	0.015566173996633181	0.015652395788478213	0.015567099235227588	0.015566173996633625	0.015652395788478213	0.015567099235227588	4	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
3	1	0.0014449102395664992	0.02048447605158088	0.020484476051580658	0.020484476051580436	0.020427376285029997	0.02048647545878879	0.020484476051580436	0.020427376285029997	0.020486475458788456	4	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
4	1	0.000980281671813521	0.01174552778301241	0.0117455277830123	0.01174552778301241	0.011773652379740818	0.011746663200784435	0.011745527783012633	0.01177365237974115	0.011746663200784546	4	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
5	1	0.001518122448282977	0.014967825490703857	0.014967825490703857	0.014967825490703635	0.015050742866788425	0.014969662183588417	0.014967825490703635	0.015050742866788647	0.01496966218358775	4	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
6	1	0.0007448860846980265	0.013009912712654281	0.013009912712654281	0.013009912712654725	0.013013631716186524	0.013012428874822124	0.01300991271265406	0.013013631716186524	0.013012428874822124	4	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
7	1	0.0007879516324056368	0.012692928976500983	0.012692928976501205	0.012692928976500983	0.012690579516082101	0.012693418960898262	0.012692928976500983	0.012690579516081879	0.012693418960898484	4	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
8	1	0.0010009789017676463	0.019319967081351308	0.01931996708135153	0.01931996708135153	0.01922666301727871	0.019321859105125738	0.019319967081351752	0.01922666301727871	0.019321859105125294	4	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
9	1	0.0012974557960256927	0.011738025004095376	0.011738025004095154	0.011738025004095376	0.011739646600163356	0.011739843383473114	0.011738025004095376	0.011739646600163245	0.011739843383473336	4	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
