seed	numsteps	FI	F_Direct	F_Lanczos	F_Rotate_K	F_Prediag_1K	F_Prediag_2K	F_Rotate_T	F_Prediag_1T	F_Prediag_2T	n	m	pulseseed	T	ν	Ω	W	σν	σΩ	σW	deviceseed	ω	δ	g	σC	σω	σδ	σg
0	4	0.02740462751759709	3.2365915910270715e-5	3.236591591004867e-5	3.2365915910270715e-5	3.1582634338556126e-5	3.242243570145131e-5	3.236591591049276e-5	3.158263433877817e-5	3.242243570122927e-5	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
1	4	0.03137195217055233	3.263380820284212e-5	3.263380820284212e-5	3.263380820284212e-5	3.551682417302082e-5	3.268532985811756e-5	3.2633808202620074e-5	3.551682417302082e-5	3.268532985789552e-5	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
2	4	0.03199081858071284	2.9890917500940972e-5	2.9890917501163017e-5	2.9890917500718928e-5	3.0420006808973277e-5	2.9941907618180608e-5	2.9890917500940972e-5	3.0420006808751232e-5	2.9941907617958563e-5	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
3	4	0.02812687646914891	2.9806715763358582e-5	2.980671576380267e-5	2.9806715763358582e-5	3.101370513169943e-5	2.985422752010969e-5	2.9806715763358582e-5	3.101370513169943e-5	2.985422752010969e-5	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
4	4	0.034256706690381056	2.3923954014071214e-5	2.3923954014071214e-5	2.392395401384917e-5	2.516469858127035e-5	2.3968424766929175e-5	2.3923954013627124e-5	2.516469858127035e-5	2.3968424766929175e-5	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
5	4	0.030841508247599236	3.1268681235152584e-5	3.1268681235152584e-5	3.126868123493054e-5	3.222836818783659e-5	3.1334314531061835e-5	3.126868123493054e-5	3.222836818761454e-5	3.1334314531061835e-5	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
6	4	0.026706860844592617	2.8172101327883503e-5	2.8172101328105548e-5	2.817210132766146e-5	3.0121866331556113e-5	2.8202920968833922e-5	2.8172101328105548e-5	3.0121866331778158e-5	2.8202920968611878e-5	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
7	4	0.03348462043258149	3.223529152651672e-5	3.223529152651672e-5	3.223529152673876e-5	3.596598403965423e-5	3.230580196711408e-5	3.223529152673876e-5	3.596598403965423e-5	3.230580196711408e-5	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
8	4	0.025804868010766313	3.003425767067469e-5	3.0034257670452646e-5	3.003425767067469e-5	3.273230742140143e-5	3.009479753568467e-5	3.0034257670452646e-5	3.273230742140143e-5	3.0094797535462625e-5	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
9	4	0.03285359010982636	3.205884106982637e-5	3.205884106938228e-5	3.205884106960433e-5	3.296197209390339e-5	3.213099333154723e-5	3.205884106938228e-5	3.296197209390339e-5	3.2130993331769275e-5	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
0	8	0.02740462751759709	1.8912969175222116e-6	1.8912969177442562e-6	1.8912969175222116e-6	2.1629299857828244e-6	1.894816114011988e-6	1.891296917300167e-6	2.1629299857828244e-6	1.8948161142340325e-6	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
1	8	0.03137195217055233	1.910258827342304e-6	1.910258827786393e-6	1.9102588275643484e-6	2.555131258574761e-6	1.9133324290487863e-6	1.9102588275643484e-6	2.5551312587968056e-6	1.9133324290487863e-6	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
2	8	0.03199081858071284	1.7424495906137594e-6	1.742449590835804e-6	1.7424495906137594e-6	2.145785843343795e-6	1.745455765034265e-6	1.7424495906137594e-6	2.145785843343795e-6	1.7454557652563096e-6	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
3	8	0.02812687646914891	1.7286082482081966e-6	1.7286082482081966e-6	1.7286082484302412e-6	2.138866488698987e-6	1.7316011192702874e-6	1.7286082484302412e-6	2.138866488698987e-6	1.7316011192702874e-6	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
4	8	0.034256706690381056	1.3960889643227503e-6	1.3960889647668395e-6	1.3960889647668395e-6	1.8650512253470808e-6	1.3987413306493224e-6	1.3960889647668395e-6	1.8650512253470808e-6	1.3987413306493224e-6	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
5	8	0.030841508247599236	1.8295025566716916e-6	1.8295025568937362e-6	1.8295025566716916e-6	2.187661495067772e-6	1.833349174140686e-6	1.8295025566716916e-6	2.1876614948457274e-6	1.833349174140686e-6	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
6	8	0.026706860844592617	1.6516051378756558e-6	1.6516051378756558e-6	1.6516051380977004e-6	2.2083244808346336e-6	1.653498161502398e-6	1.651605138319745e-6	2.208324480612589e-6	1.653498161502398e-6	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
7	8	0.03348462043258149	1.886683638763209e-6	1.886683638763209e-6	1.8866836385411645e-6	2.692651362545817e-6	1.8910097998592335e-6	1.8866836385411645e-6	2.692651362545817e-6	1.8910097998592335e-6	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
8	8	0.025804868010766313	1.755210909948346e-6	1.7552109095042567e-6	1.7552109097263013e-6	2.434744768797792e-6	1.7588283905967117e-6	1.7552109092822121e-6	2.434744768797792e-6	1.7588283908187563e-6	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
9	8	0.03285359010982636	1.866235246783532e-6	1.8662352470055765e-6	1.8662352470055765e-6	2.2266420036665124e-6	1.8704365605248796e-6	1.8662352470055765e-6	2.2266420036665124e-6	1.870436560302835e-6	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
0	16	0.02740462751759709	1.1642496067221231e-7	1.1642496067221231e-7	1.1642496089425691e-7	2.3246267522036845e-7	1.1664039367698109e-7	1.1642496067221231e-7	2.3246267522036845e-7	1.1664039367698109e-7	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
1	16	0.03137195217055233	1.1763331064784666e-7	1.1763331064784666e-7	1.1763331064784666e-7	2.680178872171979e-7	1.178196846751689e-7	1.1763331064784666e-7	2.680178872171979e-7	1.178196848972135e-7	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
2	16	0.03199081858071284	1.072052806527779e-7	1.072052806527779e-7	1.072052808748225e-7	2.3447252828212584e-7	1.0738721478720237e-7	1.072052808748225e-7	2.3447252850417044e-7	1.0738721478720237e-7	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
3	16	0.02812687646914891	1.0625411739351165e-7	1.0625411761555625e-7	1.0625411761555625e-7	2.25546115451003e-7	1.0643663173048878e-7	1.0625411761555625e-7	2.255461156730476e-7	1.0643663173048878e-7	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
4	16	0.034256706690381056	8.59398318064919e-8	8.59398318064919e-8	8.59398318064919e-8	2.182146096041393e-7	8.609949897486757e-8	8.59398318064919e-8	2.182146096041393e-7	8.609949875282297e-8	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
5	16	0.030841508247599236	1.1265061883314331e-7	1.1265061883314331e-7	1.1265061861109871e-7	2.204167688368841e-7	1.1287954837513325e-7	1.1265061861109871e-7	2.204167688368841e-7	1.1287954837513325e-7	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
6	16	0.026706860844592617	1.0174649489602672e-7	1.0174649467398211e-7	1.0174649467398211e-7	2.413661679412371e-7	1.018630478855087e-7	1.0174649467398211e-7	2.413661679412371e-7	1.018630478855087e-7	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
7	16	0.03348462043258149	1.1618797635115641e-7	1.1618797657320101e-7	1.1618797635115641e-7	2.9389950639835405e-7	1.1645308095609153e-7	1.1618797635115641e-7	2.9389950617630944e-7	1.1645308117813613e-7	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
8	16	0.025804868010766313	1.0804283800958103e-7	1.0804283778753643e-7	1.0804283800958103e-7	2.664882251535161e-7	1.0826273111330664e-7	1.0804283800958103e-7	2.664882249314715e-7	1.0826273111330664e-7	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
9	16	0.03285359010982636	1.1480552752907158e-7	1.1480552775111619e-7	1.1480552775111619e-7	2.2146568967595925e-7	1.1505952124402086e-7	1.1480552775111619e-7	2.2146568967595925e-7	1.1505952102197625e-7	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
0	32	0.02740462751759709	7.249630229466675e-9	7.24963045151128e-9	7.249630229466675e-9	7.204054353060485e-9	7.256573897329588e-9	7.249630229466675e-9	7.20405413101588e-9	7.256573675284983e-9	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
1	32	0.03137195217055233	7.3257027111139905e-9	7.3257027111139905e-9	7.3257027111139905e-9	7.380969835324436e-9	7.334236107325864e-9	7.3257027111139905e-9	7.380970057369041e-9	7.334236107325864e-9	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
2	32	0.03199081858071284	6.674981567478255e-9	6.67498178952286e-9	6.674982011567465e-9	6.679854225311033e-9	6.683002595764265e-9	6.67498178952286e-9	6.6798546694002425e-9	6.68300281780887e-9	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
3	32	0.02812687646914891	6.613964709245579e-9	6.613964487200974e-9	6.613964487200974e-9	6.678125274994784e-9	6.6211041094277334e-9	6.613964487200974e-9	6.678125274994784e-9	6.6211038873831285e-9	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
4	32	0.034256706690381056	5.351664222885688e-9	5.351664222885688e-9	5.351664222885688e-9	5.362206012549109e-9	5.3598823157585684e-9	5.351664222885688e-9	5.362206456638319e-9	5.359882537803173e-9	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
5	32	0.030841508247599236	7.015404368537759e-9	7.015404368537759e-9	7.015404368537759e-9	7.090558584721407e-9	7.024393289256636e-9	7.015404368537759e-9	7.090558584721407e-9	7.024393289256636e-9	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
6	32	0.026706860844592617	6.336737801149184e-9	6.336738023193789e-9	6.336738023193789e-9	6.33186980625311e-9	6.343239267181389e-9	6.3367382452383936e-9	6.33186980625311e-9	6.343239267181389e-9	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
7	32	0.03348462043258149	7.235959942342163e-9	7.235959942342163e-9	7.235959942342163e-9	7.262036305633046e-9	7.244736144329522e-9	7.235959942342163e-9	7.262036305633046e-9	7.244736366374127e-9	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
8	32	0.025804868010766313	6.727908008485883e-9	6.727908230530488e-9	6.727908230530488e-9	6.733904878153396e-9	6.735843105509787e-9	6.727908008485883e-9	6.733904878153396e-9	6.735843105509787e-9	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
9	32	0.03285359010982636	7.147739289337096e-9	7.147738845247886e-9	7.147739067292491e-9	7.210130492651956e-9	7.157685222303201e-9	7.147738845247886e-9	7.210130270607351e-9	7.157685222303201e-9	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
0	64	0.02740462751759709	4.5269910042833317e-10	4.5269910042833317e-10	4.5269910042833317e-10	4.844816769988824e-10	4.530852359962978e-10	4.5269910042833317e-10	4.844821210880923e-10	4.530854580409027e-10	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
1	64	0.03137195217055233	4.575170242659965e-10	4.575170242659965e-10	4.575170242659965e-10	4.6000214748431745e-10	4.5800441217380694e-10	4.575172463106014e-10	4.600025915735273e-10	4.58004190129202e-10	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
2	64	0.03199081858071284	4.1688441587695024e-10	4.168841938323453e-10	4.168841938323453e-10	4.259198549405596e-10	4.173439371868426e-10	4.168841938323453e-10	4.259198549405596e-10	4.1734371514223767e-10	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
3	64	0.02812687646914891	4.129580011280609e-10	4.1295822317266584e-10	4.12957779083456e-10	4.2036329972461317e-10	4.1335623812699396e-10	4.1295844521727076e-10	4.2036329972461317e-10	4.1335623812699396e-10	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
4	64	0.034256706690381056	3.3424751855193335e-10	3.3424751855193335e-10	3.3424751855193335e-10	3.422500061134315e-10	3.3473768201730536e-10	3.3424729650732843e-10	3.4224978406882656e-10	3.3473768201730536e-10	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
5	64	0.030841508247599236	4.381750517978844e-10	4.3817460770867456e-10	4.3817460770867456e-10	4.453986068853055e-10	4.386904173259154e-10	4.381750517978844e-10	4.453986068853055e-10	4.386904173259154e-10	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
6	64	0.026706860844592617	3.956980298980284e-10	3.956982519426333e-10	3.956980298980284e-10	3.9564218567988974e-10	3.960616279385931e-10	3.956980298980284e-10	3.956419636352848e-10	3.960616279385931e-10	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
7	64	0.03348462043258149	4.5195192033276044e-10	4.5195192033276044e-10	4.519523644219703e-10	4.671527609190207e-10	4.524602914557363e-10	4.5195214237736536e-10	4.671525388744158e-10	4.524602914557363e-10	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
8	64	0.025804868010766313	4.202035386313696e-10	4.202035386313696e-10	4.2020376067597454e-10	4.4049486280783867e-10	4.2066283789665704e-10	4.202035386313696e-10	4.4049464076323375e-10	4.2066305994126196e-10	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
9	64	0.03285359010982636	4.4633297058283006e-10	4.463334146720399e-10	4.46333192627435e-10	4.612572546136562e-10	4.469252745664676e-10	4.46333192627435e-10	4.6125703256905126e-10	4.469252745664676e-10	6	2	14522083055399744269	10.0	5.0	0.02	1	0.5555555555555556	true	nothing	9554663035758824981	5.0	0.3	0.02	nothing	0.5555555555555556	0.03333333333333333	0.0022222222222222222
